flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,category
16.283124017715455,653825.0,6.6,83.1,32.13699844264572,32.13699844264572,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,38.7,612.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,22910.4,60.0,5858.0,1492.442921823189,1578.9948319866016,993.5,166524035.65758848,13.5,54.59514470028385,2238.287307251532,2510228.796482736,1.0,244.6,Benign
0.1924196481704712,628769.6,6.0,81.7,3389.951712861404,3389.951712861404,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,106.4,652.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6605.4,369.6,3695.6,1348.1720634920634,1363.0385319637749,1062.0,8.831024169921874e-05,5.5,51.10676346221766,1927.627577940284,2091241.5462695896,0.9,38.5,Benign
53.83154027462005,2633163.4,9.3,189.7,47.08482267499291,47.08482267499291,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2,0.0,167.8,2589.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1800.6,66.0,390.0,116.88127683204308,109.85666007328696,93.0,166522138.99460977,13.5,15.296310824635762,155.6845509205422,12172.929318592174,1.0,244.6,Benign
12.65890393257141,1033776.1,7.1,198.4,98.57205841881787,98.57205841881787,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6,0.0,75.5,1016.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2112.9,66.0,414.0,138.41852301723043,105.66687780300352,102.9,166524215.0859463,13.5,16.551954068408207,148.13868717617328,10998.09471794849,1.0,244.6,Benign
28.868929314613343,1904147.2,6.0,214.3,77.59662569217204,77.59662569217204,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8,0.0,141.9,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,453.0,75.0,156.0,92.3607142857143,31.248098275099743,75.0,0.00887451171875,5.5,13.49776452306264,44.191484379013374,1117.1524234693877,0.9,38.5,Benign
33.86610736846924,1509152.0,7.1,64.0,62.17863369472476,62.17863369472476,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8,0.0,58.5,1496.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9232.0,50.0,2266.5,546.7154300030036,723.578752532254,1657.2,166526281.832593,13.5,31.660552044533915,1025.189490268967,613608.9917019845,1.0,244.6,Benign
37.6307192325592,361573.8,7.1,99.6,98.1019705913944,98.1019705913944,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2,0.0,166.8,582.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,32420.5,803.8,7016.4,2100.6629513533426,1492.6054066623003,1635.6,166524236.0935942,13.5,64.89607928135646,2111.874893391144,2512027.0616068,1.0,244.6,Benign
85.72657310962677,56588.0,12.6,97.8,8.222482918177526,8.222482918177526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,160.6,340.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1648.0,50.0,388.0,106.61129989420624,87.49113451864545,117.4,166523555.9675373,13.5,14.584552149474694,123.93933905552926,7709.276963753946,1.0,244.6,Benign
82.35932030677796,1690062.6,7.1,79.9,28.57609691212742,28.57609691212742,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.0,385.4,2182.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7074.6,66.0,3692.0,453.1060337838975,934.1628483694582,570.9,166522891.4601803,13.5,30.08526920022474,1324.226740541409,882033.2906435945,1.0,244.6,Benign
9.319600653648376,995939.0,6.0,114.1,95.76584239215876,95.76584239215876,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,892.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6155.0,210.8,1514.0,1126.7174603174603,584.2080058784666,1079.6,0.0010701894760131,5.5,47.33032265121828,826.1948851602683,380838.0983905266,0.9,38.5,Benign
65.29863812923432,71529.2,10.4,101.0,9.03280605845174,9.03280605845174,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,267.9,542.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,590.1,66.0,174.5,97.7686507936508,40.45327800620941,118.5,0.0281131029129028,5.5,13.892488889096754,57.20957439883059,2330.838241055681,0.8,38.5,Benign
9.359529495239258,87907.4,8.2,185.8,91.04200102690416,91.04200102690416,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.0,43.6,140.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,509.5,69.1,196.0,88.49948412698413,41.29530565512412,106.1,0.0044502019882202,5.5,13.249441897627738,58.40038131981889,3900.697259243512,0.9,38.5,Benign
16.300868415832518,318582.7,9.8,93.0,42.16708438570616,42.16708438570616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,47.7,368.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1225.2,60.6,131.4,77.50343483614769,22.90467272800276,106.9,166523412.6924472,13.5,12.438770255389986,32.47419982563196,705.5569831673201,0.9,244.6,Benign
